312,44490122,ร้องเท้าตราBM20ใหญ่/คู่,55,60,7
313,44490123,ร้องเท้าตราBM20เด็ก/ถุง12คู่,280,290,-3
314,44490124,ร้องเท้าตราBM20เด็ก/คู่,25,28,7
315,44490125,ร้องเท้าตราDD/ถุง12คู่,330,350,5
316,44490126,ร้องเท้าตราDD/คู่,29,35,7
317,44490127,ฝ้ายขาวใหญ่/ห่อ,480,490,6
318,44490128,ฝ้ายขาวใหญ่/ใจ,49,50,7
319,44490129,ฝ้ายดิ้นใหญ่/ห่อ,780,800,7
320,44490130,ฝ้ายดิ้นใหญ่/ใจ,65,68,7
321,44490131,ฝ้ายโทเล/ห่อ20ใจ,0,0,2
322,44490132,ฝ้ายโทเล/ใจ,0,0,4
323,44490133,ยานัตหมอชิด/กล่อง,0,0,2
324,44490134,ยานัตหมอมี/กล่อง,0,0,7
325,44490135,เทียนพม่า25/ห่อ,0,23,-56
326,44490136,ยาแก้ปวดหัวยาว/ห่อ5กล่อง,0,0,6
327,44490137,ยาแก้ปวดหัวยาว/กล่อง100 ซอง,0,0,5
328,44490138,ตะปู1-2ครั้ง/กล่อง,0,0,7
329,44490139,ตะปู1-2ครั้ง/ก.ก,0,0,7
330,44490140,ตะปู3-5/กล่อง,0,0,6
331,44490141,ตะปู1-2ครั้ง/ก.ก,0,0,7
332,44490142,ลูกจึน/กล่อง25ก.ก,0,0,-1
333,44490143,ลูกจึน/ก.ก,0,0,-25.5
334,44490144,น้ำดื่น 5บาท/แพ็ค 6ขวด,0,0,-127
335,44490145,ดิน ไฟ/กล่อง15ก.ก,0,0,7
336,44490146,ดิน ไฟ/ก.ก,0,0,-9
337,44490147,เชือดฟาก/ถุง12ม้วน,0,0,7
338,44490148,เชือดฟาก/ม้วน,0,0,5
339,44490149,เชือกเขียว/ก.ก,0,0,5
340,44490150,ขี้โย/ก.ก,0,0,7
341,44490151,ขี้โย/ครั้งก.ก,0,0,7
342,44490152,น้ำตาลทราย/กระสอบ50ก.ก,0,0,6
343,44490153,น้ำตาลทราย/ก.ก,0,0,-83
344,44490154,ขนมปับครีม/ปิ๊บ,0,0,-4
345,44490155,ขนมขาไก่/ปิ๊บ,0,0,4
346,44490156,ขนมเม็ดพลอย/ปิ๊บ,0,0,7
347,44490157,ขนมABC/ปิ๊บ,0,0,5
348,44490158,ขนมสับประรด/ปิ๊บ,0,0,5
349,44490159,ขนมแท่งโร่เลอร์/ปิ๊บ,0,0,5
350,44490160,ปังปิ๊บเวเฟอร์แผน/ปิ๊บ,0,0,-54
351,44490161,ปังปิ๊บงากรอบ/ปิ๊บ,0,0,7
352,44490162,ขนมแบมบู1บาท/ถุง,0,0,-10
353,44490163,ขนมรวม1บาท/ถุง,0,0,-36
354,44490164,เทียนเชียงใหม่ใหญ่/กล่อง 24ห่อ,0,580,7
355,44490165,เทียนเชียงใหม่ใหญ่/ห่อ,0,0,-9
356,44490166,เทียนเชียงใหม่ กลาง/ลัง3ห่อ,0,0,7
357,44490167,เทียนเชียงใหม่ กลาง/ห่อ,0,0,7
358,44490168,เครื่องเทศ 5บาท/แผง10ซอง,0,0,2
359,44490169,เสรื่องเทศ1บาท/แผง20ซอง,0,0,7
360,44490170,พริกลาบ5บาท/แผง10ซอง,0,0,-11
361,44490171,เกลือขาว/กระสอด20ก.ก,0,0,3
362,44490172,เกลือด้าน/กระสอบ20ก.ก,0,0,7
363,44490173,จอบตราจระเข้/ด้าม,0,173,7
364,44490174,จอบตราก้าก่า/ด้าม,0,150,7
365,44490175,กิโล 3kg/ตัง,0,580,7
366,44490176,กิโล 7kg/ตัง,0,580,7
367,44490177,กิโล 60kg/ตัง,0,980,7
